0.000	0.05	0.1	0.2	0.3	0.4	0.5
-200.000	66.200	70.480	57.810	44.200	34.270	31.750
-150.000	73.240	81.900	71.880	50.000	48.950	47.620
-100.000	84.510	92.380	87.500	76.090	67.130	69.840
-50.000	90.140	99.050	98.440	95.650	90.910	100.000
0.000	95.770	100.000	100.000	100.000	100.000	93.650
50.000	100.000	95.240	92.190	85.510	78.320	84.130
100.000	95.770	88.570	76.560	65.220	55.940	56.350
150.000	90.140	80.000	62.500	50.000	41.960	42.060
180.000	88.730	75.240	55.470	39.130	36.360	36.510
