0	175	235	350
-1	-164.05	-215.5	-348.7
-0.9	-145.8	-191.5	-309
-0.8	-129.7	-169.7	-273.2
-0.7	-113.05	-146.3	-231.85
-0.6	-96.25	-125.05	-198.5
-0.5	-80.2	-103.2	-164.1
-0.4	-64.15	-83.2	-129.7
-0.3	-48.7	-62.05	-96.05
-0.2	-33	-40.85	-63.5
-0.1	-18	-21	-32.75
0	0	0	0
0.1	12.2	17.85	28.25
0.2	27.55	36.75	57.55
0.3	42.7	56.2	85.85
0.4	56.7	73.55	114.25
0.5	71.05	92.7	142.4
0.6	84.5	109.75	169.5
0.7	99.75	127.8	196.2
0.8	113	145	223.1
0.9	127.6	163.4	248.5
1	142.15	180.85	274
