0.000	0.000
-1.000	-115.400
-0.900	-104.000
-0.800	-93.000
-0.700	-80.400
-0.600	-67.100
-0.500	-62.500
-0.400	-47.900
-0.300	-33.500
-0.200	-22.800
-0.100	-11.300
0.000	0.000
0.100	12.900
0.200	25.700
0.300	38.400
0.400	52.100
0.500	64.700
0.600	78.900
0.700	90.300
0.800	104.400
0.900	117.000
1.000	130.200
